"Year" "Month" "NAO"
"853" 1893 "Jan" -1.61
"854" 1893 "Feb" 2.541
"855" 1893 "Mar" -0.037
"856" 1893 "April" 0.038
"857" 1893 "May" 0.367
"858" 1893 "June" -0.56
"859" 1893 "Jul" -1.499
"860" 1893 "Aug" 0.476
"861" 1893 "Sept" -0.968
"862" 1893 "Oct" 0.316
"863" 1893 "Nov" -2.156
"864" 1893 "Dec" 1.861
"865" 1894 "Jan" 1.396
"866" 1894 "Feb" 3.949
"867" 1894 "Mar" 1.122
"868" 1894 "April" 1.98
"869" 1894 "May" -1.379
"870" 1894 "June" 2.778
"871" 1894 "Jul" 1.176
"872" 1894 "Aug" 0.905
"873" 1894 "Sept" -2.194
"874" 1894 "Oct" -2.245
"875" 1894 "Nov" 1.958
"876" 1894 "Dec" 0.936
"877" 1895 "Jan" -2.61
"878" 1895 "Feb" -4.137
"879" 1895 "Mar" -0.268
"880" 1895 "April" 0.37
"881" 1895 "May" 0.512
"882" 1895 "June" -0.197
"883" 1895 "Jul" 1.207
"884" 1895 "Aug" 1.718
"885" 1895 "Sept" 1.154
"886" 1895 "Oct" -2.529
"887" 1895 "Nov" 1.924
"888" 1895 "Dec" 0.025
"889" 1896 "Jan" -0.225
"890" 1896 "Feb" 2.331
"891" 1896 "Mar" 1.385
"892" 1896 "April" 2.543
"893" 1896 "May" -0.892
"894" 1896 "June" -0.266
"895" 1896 "Jul" 1.231
"896" 1896 "Aug" -1.021
"897" 1896 "Sept" 0.6
"898" 1896 "Oct" -2.771
"899" 1896 "Nov" -0.551
"900" 1896 "Dec" 1.857
"901" 1897 "Jan" -2.362
"902" 1897 "Feb" 3.323
"903" 1897 "Mar" 2.306
"904" 1897 "April" 4.282
"905" 1897 "May" -0.523
"906" 1897 "June" -1.421
"907" 1897 "Jul" -0.049
"908" 1897 "Aug" 2.488
"909" 1897 "Sept" 1.405
"910" 1897 "Oct" -0.601
"911" 1897 "Nov" 0.019
"912" 1897 "Dec" 1.349
"913" 1898 "Jan" 1.974
"914" 1898 "Feb" 1.899
"915" 1898 "Mar" -2.333
"916" 1898 "April" 3.463
"917" 1898 "May" -0.531
"918" 1898 "June" -0.843
"919" 1898 "Jul" -1.527
"920" 1898 "Aug" 3.556
"921" 1898 "Sept" -0.172
"922" 1898 "Oct" -1.148
"923" 1898 "Nov" -1.137
"924" 1898 "Dec" 3.139
"925" 1899 "Jan" 0.678
"926" 1899 "Feb" -0.17
"927" 1899 "Mar" -1.498
"928" 1899 "April" 0.584
"929" 1899 "May" -1.032
"930" 1899 "June" -0.253
"931" 1899 "Jul" 2.455
"932" 1899 "Aug" -1.129
"933" 1899 "Sept" -0.08
"934" 1899 "Oct" -0.123
"935" 1899 "Nov" 1.942
"936" 1899 "Dec" -0.871
"937" 1900 "Jan" 1.376
"938" 1900 "Feb" -2.358
"939" 1900 "Mar" -3.115
"940" 1900 "April" 2.612
"941" 1900 "May" -0.573
"942" 1900 "June" -1.225
"943" 1900 "Jul" -0.212
"944" 1900 "Aug" -0.057
"945" 1900 "Sept" 0.982
"946" 1900 "Oct" -0.569
"947" 1900 "Nov" 0.649
"948" 1900 "Dec" 3.501
"949" 1901 "Jan" 0.981
"950" 1901 "Feb" -2.576
"951" 1901 "Mar" -0.907
"952" 1901 "April" 2.532
"953" 1901 "May" -0.711
"954" 1901 "June" 0.206
"955" 1901 "Jul" -1.829
"956" 1901 "Aug" 1.139
"957" 1901 "Sept" -0.089
"958" 1901 "Oct" -0.469
"959" 1901 "Nov" -1.729
"960" 1901 "Dec" -1.38
"961" 1902 "Jan" 1.408
"962" 1902 "Feb" -1.402
"963" 1902 "Mar" 0.501
"964" 1902 "April" -1.137
"965" 1902 "May" 0.544
"966" 1902 "June" -3.254
"967" 1902 "Jul" -1.245
"968" 1902 "Aug" -0.179
"969" 1902 "Sept" -1.509
"970" 1902 "Oct" -0.123
"971" 1902 "Nov" -0.087
"972" 1902 "Dec" 1.272
"973" 1903 "Jan" 1.284
"974" 1903 "Feb" 4.865
"975" 1903 "Mar" 4.046
"976" 1903 "April" -0.788
"977" 1903 "May" 0.137
"978" 1903 "June" -2.802
"979" 1903 "Jul" 0.428
"980" 1903 "Aug" 3.675
"981" 1903 "Sept" 0.216
"982" 1903 "Oct" -0.553
"983" 1903 "Nov" 1.042
"984" 1903 "Dec" -1.091
"985" 1904 "Jan" 2.235
"986" 1904 "Feb" 1.208
"987" 1904 "Mar" -0.699
"988" 1904 "April" 2.644
"989" 1904 "May" 1.753
"990" 1904 "June" -0.874
"991" 1904 "Jul" -0.045
"992" 1904 "Aug" 0.615
"993" 1904 "Sept" -0.428
"994" 1904 "Oct" 0.038
"995" 1904 "Nov" 0.071
"996" 1904 "Dec" 0.885
"997" 1905 "Jan" 1.806
"998" 1905 "Feb" 2.087
"999" 1905 "Mar" 2.225
"1000" 1905 "April" -1.173
"1001" 1905 "May" -0.721
"1002" 1905 "June" -2.286
"1003" 1905 "Jul" -0.053
"1004" 1905 "Aug" 0.967
"1005" 1905 "Sept" -0.186
"1006" 1905 "Oct" -3.101
"1007" 1905 "Nov" -0.253
"1008" 1905 "Dec" 1.848
"1009" 1906 "Jan" 2.638
"1010" 1906 "Feb" 1.256
"1011" 1906 "Mar" -0.25
"1012" 1906 "April" 1.665
"1013" 1906 "May" -1.746
"1014" 1906 "June" -1.677
"1015" 1906 "Jul" 1.287
"1016" 1906 "Aug" 0.384
"1017" 1906 "Sept" -1.331
"1018" 1906 "Oct" 0.403
"1019" 1906 "Nov" 0.7
"1020" 1906 "Dec" 0.03
"1021" 1907 "Jan" 1.584
"1022" 1907 "Feb" 1.223
"1023" 1907 "Mar" 2.412
"1024" 1907 "April" 1.078
"1025" 1907 "May" -1.421
"1026" 1907 "June" 0.763
"1027" 1907 "Jul" -0.549
"1028" 1907 "Aug" 2.219
"1029" 1907 "Sept" 0.242
"1030" 1907 "Oct" -1.593
"1031" 1907 "Nov" -0.414
"1032" 1907 "Dec" 1.182
"1033" 1908 "Jan" 0.64
"1034" 1908 "Feb" 1.979
"1035" 1908 "Mar" 0.736
"1036" 1908 "April" -1.754
"1037" 1908 "May" 1.916
"1038" 1908 "June" 0.833
"1039" 1908 "Jul" 0.095
"1040" 1908 "Aug" 0.603
"1041" 1908 "Sept" 0.984
"1042" 1908 "Oct" 0.241
"1043" 1908 "Nov" -0.209
"1044" 1908 "Dec" 1.473
"1045" 1909 "Jan" 1.819
"1046" 1909 "Feb" -0.537
"1047" 1909 "Mar" -2.093
"1048" 1909 "April" 0.055
"1049" 1909 "May" -0.924
"1050" 1909 "June" -1.352
"1051" 1909 "Jul" 2.595
"1052" 1909 "Aug" 2.349
"1053" 1909 "Sept" -1.293
"1054" 1909 "Oct" 0.591
"1055" 1909 "Nov" -1.965
"1056" 1909 "Dec" -0.484
"1057" 1910 "Jan" 2.573
"1058" 1910 "Feb" 3.847
"1059" 1910 "Mar" 0.549
"1060" 1910 "April" 0.083
"1061" 1910 "May" -1.503
"1062" 1910 "June" -1.075
"1063" 1910 "Jul" -1.638
"1064" 1910 "Aug" 0.308
"1065" 1910 "Sept" -1.151
"1066" 1910 "Oct" -1.564
"1067" 1910 "Nov" -0.873
"1068" 1910 "Dec" -0.1
"1069" 1911 "Jan" 0.824
"1070" 1911 "Feb" 2.055
"1071" 1911 "Mar" -1.404
"1072" 1911 "April" -0.243
"1073" 1911 "May" 0.795
"1074" 1911 "June" 0.418
"1075" 1911 "Jul" 0.536
"1076" 1911 "Aug" 0.127
"1077" 1911 "Sept" 1.531
"1078" 1911 "Oct" -1.884
"1079" 1911 "Nov" -0.053
"1080" 1911 "Dec" 3.018
"1081" 1912 "Jan" -0.912
"1082" 1912 "Feb" -0.172
"1083" 1912 "Mar" 2.225
"1084" 1912 "April" -0.103
"1085" 1912 "May" 1.699
"1086" 1912 "June" -0.982
"1087" 1912 "Jul" -1.416
"1088" 1912 "Aug" 0.067
"1089" 1912 "Sept" -2.511
"1090" 1912 "Oct" 0.416
"1091" 1912 "Nov" 1.213
"1092" 1912 "Dec" 2.996
"1093" 1913 "Jan" 1.831
"1094" 1913 "Feb" 1.194
"1095" 1913 "Mar" 2.731
"1096" 1913 "April" 1.986
"1097" 1913 "May" 0.376
"1098" 1913 "June" 1.028
"1099" 1913 "Jul" -0.99
"1100" 1913 "Aug" 0.648
"1101" 1913 "Sept" -2.698
"1102" 1913 "Oct" -1.482
"1103" 1913 "Nov" 4.623
"1104" 1913 "Dec" 1.23
"1105" 1914 "Jan" 0.578
"1106" 1914 "Feb" 2.455
"1107" 1914 "Mar" 1.718
"1108" 1914 "April" 2.084
"1109" 1914 "May" 2.19
"1110" 1914 "June" 0.57
"1111" 1914 "Jul" -1.11
"1112" 1914 "Aug" 0.97
"1113" 1914 "Sept" 0.429
"1114" 1914 "Oct" -1.103
"1115" 1914 "Nov" -1.408
"1116" 1914 "Dec" 2.228
"1117" 1915 "Jan" 0.084
"1118" 1915 "Feb" 1.825
"1119" 1915 "Mar" -1.907
"1120" 1915 "April" 2.911
"1121" 1915 "May" -2.468
"1122" 1915 "June" -2.299
"1123" 1915 "Jul" -1.189
"1124" 1915 "Aug" -1.293
"1125" 1915 "Sept" -1.94
"1126" 1915 "Oct" -0.991
"1127" 1915 "Nov" -2.511
"1128" 1915 "Dec" -0.648
"1129" 1916 "Jan" 3.823
"1130" 1916 "Feb" 2.026
"1131" 1916 "Mar" -3.84
"1132" 1916 "April" 0.77
"1133" 1916 "May" -0.717
"1134" 1916 "June" -3.034
"1135" 1916 "Jul" -0.693
"1136" 1916 "Aug" -0.574
"1137" 1916 "Sept" -2.591
"1138" 1916 "Oct" 2.201
"1139" 1916 "Nov" -0.582
"1140" 1916 "Dec" -1.802
"1141" 1917 "Jan" -3.084
"1142" 1917 "Feb" -1.587
"1143" 1917 "Mar" -0.209
"1144" 1917 "April" -0.916
"1145" 1917 "May" -1.593
"1146" 1917 "June" 0.808
"1147" 1917 "Jul" -0.211
"1148" 1917 "Aug" -0.39
"1149" 1917 "Sept" 2.469
"1150" 1917 "Oct" 0.936
"1151" 1917 "Nov" 1.979
"1152" 1917 "Dec" -2.797
"1153" 1918 "Jan" -0.484
"1154" 1918 "Feb" 3.874
"1155" 1918 "Mar" 0.368
"1156" 1918 "April" -1.91
"1157" 1918 "May" 0.231
"1158" 1918 "June" 1.31
"1159" 1918 "Jul" -1.972
"1160" 1918 "Aug" 1.763
"1161" 1918 "Sept" -0.17
"1162" 1918 "Oct" 0.56
"1163" 1918 "Nov" 0.262
"1164" 1918 "Dec" 2.324
"1165" 1919 "Jan" -0.01
"1166" 1919 "Feb" -0.489
"1167" 1919 "Mar" -0.245
"1168" 1919 "April" 1.717
"1169" 1919 "May" 1.346
"1170" 1919 "June" 1.862
"1171" 1919 "Jul" -1.328
"1172" 1919 "Aug" 4.028
"1173" 1919 "Sept" -1.269
"1174" 1919 "Oct" -2.235
"1175" 1919 "Nov" -2.069
"1176" 1919 "Dec" 2.856
"1177" 1920 "Jan" 2.842
"1178" 1920 "Feb" 1.393
"1179" 1920 "Mar" 3.082
"1180" 1920 "April" 0.089
"1181" 1920 "May" 0.763
"1182" 1920 "June" -1.616
"1183" 1920 "Jul" 1.875
"1184" 1920 "Aug" -1.217
"1185" 1920 "Sept" 0.411
"1186" 1920 "Oct" -1.148
"1187" 1920 "Nov" 1.479
"1188" 1920 "Dec" -0.462
"1189" 1921 "Jan" 3.201
"1190" 1921 "Feb" 0.071
"1191" 1921 "Mar" 2.682
"1192" 1921 "April" -0.091
"1193" 1921 "May" -0.645
"1194" 1921 "June" -1.602
"1195" 1921 "Jul" -0.41
"1196" 1921 "Aug" -0.646
"1197" 1921 "Sept" -1.432
"1198" 1921 "Oct" -0.218
"1199" 1921 "Nov" -1.224
"1200" 1921 "Dec" 2.177
"1201" 1922 "Jan" 0.642
"1202" 1922 "Feb" 2.975
"1203" 1922 "Mar" -0.227
"1204" 1922 "April" 0.799
"1205" 1922 "May" 2.359
"1206" 1922 "June" 0.789
"1207" 1922 "Jul" 1.792
"1208" 1922 "Aug" 0.09
"1209" 1922 "Sept" -0.426
"1210" 1922 "Oct" -3.951
"1211" 1922 "Nov" -0.051
"1212" 1922 "Dec" 1.473
"1213" 1923 "Jan" 1.836
"1214" 1923 "Feb" 2.77
"1215" 1923 "Mar" -0.098
"1216" 1923 "April" -1.188
"1217" 1923 "May" 0.354
"1218" 1923 "June" 0.532
"1219" 1923 "Jul" 1.593
"1220" 1923 "Aug" 0.729
"1221" 1923 "Sept" 2.642
"1222" 1923 "Oct" 1.338
"1223" 1923 "Nov" -1.965
"1224" 1923 "Dec" 1.252
"1225" 1924 "Jan" 0.862
"1226" 1924 "Feb" -1.622
"1227" 1924 "Mar" -1.881
"1228" 1924 "April" -0.939
"1229" 1924 "May" -0.555
"1230" 1924 "June" -2.093
"1231" 1924 "Jul" 0.647
"1232" 1924 "Aug" 0.549
"1233" 1924 "Sept" 0.709
"1234" 1924 "Oct" 0.496
"1235" 1924 "Nov" -0.209
"1236" 1924 "Dec" 3.863
"1237" 1925 "Jan" 4.233
"1238" 1925 "Feb" 1.951
"1239" 1925 "Mar" -2
"1240" 1925 "April" 2.585
"1241" 1925 "May" 1.116
"1242" 1925 "June" -2.198
"1243" 1925 "Jul" 1.37
"1244" 1925 "Aug" 1.43
"1245" 1925 "Sept" -0.656
"1246" 1925 "Oct" -0.978
"1247" 1925 "Nov" -2.601
"1248" 1925 "Dec" -0.721
"1249" 1926 "Jan" 1.697
"1250" 1926 "Feb" 1.843
"1251" 1926 "Mar" 0.564
"1252" 1926 "April" 2.329
"1253" 1926 "May" -1.191
"1254" 1926 "June" -1.792
"1255" 1926 "Jul" -0.693
"1256" 1926 "Aug" 2.059
"1257" 1926 "Sept" 0.92
"1258" 1926 "Oct" -4.158
"1259" 1926 "Nov" 0.121
"1260" 1926 "Dec" -0.507
"1261" 1927 "Jan" 2.149
"1262" 1927 "Feb" 1.095
"1263" 1927 "Mar" 2.581
"1264" 1927 "April" 1.393
"1265" 1927 "May" -2.026
"1266" 1927 "June" -1.596
"1267" 1927 "Jul" -0.16
"1268" 1927 "Aug" 1.599
"1269" 1927 "Sept" -1.774
"1270" 1927 "Oct" -2.039
"1271" 1927 "Nov" -1.255
"1272" 1927 "Dec" -3.135
"1273" 1928 "Jan" 3.043
"1274" 1928 "Feb" 3.516
"1275" 1928 "Mar" -0.938
"1276" 1928 "April" 1.09
"1277" 1928 "May" -2.901
"1278" 1928 "June" -1.892
"1279" 1928 "Jul" 2.209
"1280" 1928 "Aug" -1.795
"1281" 1928 "Sept" -1.93
"1282" 1928 "Oct" 0.147
"1283" 1928 "Nov" 1.681
"1284" 1928 "Dec" 0.444
"1285" 1929 "Jan" -1.255
"1286" 1929 "Feb" 0.27
"1287" 1929 "Mar" -0.477
"1288" 1929 "April" -3.801
"1289" 1929 "May" 0.669
"1290" 1929 "June" -0.058
"1291" 1929 "Jul" 0.262
"1292" 1929 "Aug" -0.067
"1293" 1929 "Sept" 0.254
"1294" 1929 "Oct" 0.29
"1295" 1929 "Nov" 2.152
"1296" 1929 "Dec" 3.803
"1297" 1930 "Jan" 1.506
"1298" 1930 "Feb" -0.6
"1299" 1930 "Mar" -0.698
"1300" 1930 "April" -2.132
"1301" 1930 "May" 1.839
"1302" 1930 "June" -0.365
"1303" 1930 "Jul" -1.305
"1304" 1930 "Aug" 1.813
"1305" 1930 "Sept" -2.068
"1306" 1930 "Oct" 0.89
"1307" 1930 "Nov" 1.443
"1308" 1930 "Dec" 1.208
"1309" 1931 "Jan" -0.087
"1310" 1931 "Feb" 1.287
"1311" 1931 "Mar" -2.183
"1312" 1931 "April" -0.081
"1313" 1931 "May" -0.62
"1314" 1931 "June" -0.96
"1315" 1931 "Jul" -0.132
"1316" 1931 "Aug" -1.804
"1317" 1931 "Sept" -2.729
"1318" 1931 "Oct" -0.108
"1319" 1931 "Nov" 2.784
"1320" 1931 "Dec" 0.769
"1321" 1932 "Jan" 3.47
"1322" 1932 "Feb" -3.307
"1323" 1932 "Mar" -1.566
"1324" 1932 "April" 0.129
"1325" 1932 "May" -0.678
"1326" 1932 "June" -1.457
"1327" 1932 "Jul" -0.804
"1328" 1932 "Aug" 2.181
"1329" 1932 "Sept" -0.935
"1330" 1932 "Oct" 0.051
"1331" 1932 "Nov" 0.979
"1332" 1932 "Dec" 1.217
"1333" 1933 "Jan" 1.414
"1334" 1933 "Feb" -1.806
"1335" 1933 "Mar" 1.26
"1336" 1933 "April" -0.23
"1337" 1933 "May" -0.55
"1338" 1933 "June" -1.621
"1339" 1933 "Jul" 2.618
"1340" 1933 "Aug" 2.651
"1341" 1933 "Sept" -2.03
"1342" 1933 "Oct" -1.991
"1343" 1933 "Nov" -2.969
"1344" 1933 "Dec" -1.842
"1345" 1934 "Jan" 3.274
"1346" 1934 "Feb" 0.487
"1347" 1934 "Mar" 0.301
"1348" 1934 "April" -1.672
"1349" 1934 "May" 1.407
"1350" 1934 "June" -2.495
"1351" 1934 "Jul" -1.174
"1352" 1934 "Aug" 1.505
"1353" 1934 "Sept" 2.496
"1354" 1934 "Oct" 0.762
"1355" 1934 "Nov" -1.218
"1356" 1934 "Dec" 1.321
"1357" 1935 "Jan" -0.503
"1358" 1935 "Feb" 2.699
"1359" 1935 "Mar" 0.391
"1360" 1935 "April" -0.408
"1361" 1935 "May" -3.208
"1362" 1935 "June" 1.337
"1363" 1935 "Jul" 2.03
"1364" 1935 "Aug" -0.555
"1365" 1935 "Sept" 0.55
"1366" 1935 "Oct" 0.878
"1367" 1935 "Nov" 1.127
"1368" 1935 "Dec" -1.372
"1369" 1936 "Jan" -1.225
"1370" 1936 "Feb" -2.438
"1371" 1936 "Mar" -1.095
"1372" 1936 "April" -1.541
"1373" 1936 "May" -2.336
"1374" 1936 "June" 0.756
"1375" 1936 "Jul" 1.339
"1376" 1936 "Aug" 2.672
"1377" 1936 "Sept" -0.815
"1378" 1936 "Oct" 0.873
"1379" 1936 "Nov" -0.173
"1380" 1936 "Dec" 2.373
"1381" 1937 "Jan" 2.145
"1382" 1937 "Feb" 1.726
"1383" 1937 "Mar" -2.016
"1384" 1937 "April" 2.192
"1385" 1937 "May" 2.314
"1386" 1937 "June" 0.491
"1387" 1937 "Jul" 0.186
"1388" 1937 "Aug" 0.278
"1389" 1937 "Sept" -0.172
"1390" 1937 "Oct" -2.413
"1391" 1937 "Nov" -1.555
"1392" 1937 "Dec" -1.094
"1393" 1938 "Jan" 2.638
"1394" 1938 "Feb" 0.6
"1395" 1938 "Mar" 3.135
"1396" 1938 "April" -1.681
"1397" 1938 "May" -0.348
"1398" 1938 "June" 0.971
"1399" 1938 "Jul" 1.601
"1400" 1938 "Aug" -0.369
"1401" 1938 "Sept" -0.291
"1402" 1938 "Oct" 1.878
"1403" 1938 "Nov" 3.235
"1404" 1938 "Dec" -0.389
"1405" 1939 "Jan" -0.689
"1406" 1939 "Feb" 2.913
"1407" 1939 "Mar" -0.026
"1408" 1939 "April" 0.185
"1409" 1939 "May" -0.905
"1410" 1939 "June" -1.397
"1411" 1939 "Jul" -0.442
"1412" 1939 "Aug" 0.795
"1413" 1939 "Sept" -3.902
"1414" 1939 "Oct" -2.513
"1415" 1939 "Nov" 1.53
"1416" 1939 "Dec" -1.069
"1417" 1940 "Jan" -2.268
"1418" 1940 "Feb" -0.928
"1419" 1940 "Mar" -0.721
"1420" 1940 "April" 0.532
"1421" 1940 "May" -0.255
"1422" 1940 "June" -1.199
"1423" 1940 "Jul" -1.209
"1424" 1940 "Aug" 0.3
"1425" 1940 "Sept" -1.096
"1426" 1940 "Oct" -1.89
"1427" 1940 "Nov" 1.298
"1428" 1940 "Dec" 1.455
"1429" 1941 "Jan" -3.5
"1430" 1941 "Feb" -0.419
"1431" 1941 "Mar" -1.288
"1432" 1941 "April" -2.948
"1433" 1941 "May" -0.543
"1434" 1941 "June" 0.238
"1435" 1941 "Jul" 1.076
"1436" 1941 "Aug" -0.604
"1437" 1941 "Sept" -0.966
"1438" 1941 "Oct" -1.205
"1439" 1941 "Nov" -0.09
"1440" 1941 "Dec" 1.439
"1441" 1942 "Jan" 0.754
"1442" 1942 "Feb" -3.096
"1443" 1942 "Mar" -0.917
"1444" 1942 "April" -0.949
"1445" 1942 "May" 0.821
"1446" 1942 "June" -2.097
"1447" 1942 "Jul" 0.146
"1448" 1942 "Aug" 0.085
"1449" 1942 "Sept" -0.247
"1450" 1942 "Oct" -0.215
"1451" 1942 "Nov" -2.107
"1452" 1942 "Dec" 1.473
"1453" 1943 "Jan" 1.167
"1454" 1943 "Feb" 2.777
"1455" 1943 "Mar" 0.028
"1456" 1943 "April" 4.257
"1457" 1943 "May" 2.167
"1458" 1943 "June" 1.914
"1459" 1943 "Jul" 0.055
"1460" 1943 "Aug" -0.178
"1461" 1943 "Sept" -0.65
"1462" 1943 "Oct" 0.45
"1463" 1943 "Nov" 0.081
"1464" 1943 "Dec" -0.389
"1465" 1944 "Jan" 3.634
"1466" 1944 "Feb" -1.59
"1467" 1944 "Mar" -0.822
"1468" 1944 "April" 1.299
"1469" 1944 "May" 0.422
"1470" 1944 "June" -2.776
"1471" 1944 "Jul" -2.159
"1472" 1944 "Aug" 0.151
"1473" 1944 "Sept" 0.358
"1474" 1944 "Oct" -0.831
"1475" 1944 "Nov" 0.814
"1476" 1944 "Dec" 0.259
"1477" 1945 "Jan" -2.121
"1478" 1945 "Feb" 4.675
"1479" 1945 "Mar" 2.508
"1480" 1945 "April" 1.149
"1481" 1945 "May" -0.839
"1482" 1945 "June" 0.367
"1483" 1945 "Jul" -0.398
"1484" 1945 "Aug" -1.827
"1485" 1945 "Sept" 1.396
"1486" 1945 "Oct" -0.224
"1487" 1945 "Nov" -1.823
"1488" 1945 "Dec" -0.249
"1489" 1946 "Jan" 1.409
"1490" 1946 "Feb" 0.994
"1491" 1946 "Mar" -0.39
"1492" 1946 "April" 0.648
"1493" 1946 "May" -2.703
"1494" 1946 "June" 2.556
"1495" 1946 "Jul" 2.658
"1496" 1946 "Aug" 0.617
"1497" 1946 "Sept" 1.979
"1498" 1946 "Oct" -2.039
"1499" 1946 "Nov" -1.256
"1500" 1946 "Dec" 1.217
"1501" 1947 "Jan" 0.386
"1502" 1947 "Feb" -4.598
"1503" 1947 "Mar" -1.279
"1504" 1947 "April" 6.659
"1505" 1947 "May" -1.203
"1506" 1947 "June" 0.2
"1507" 1947 "Jul" 0.186
"1508" 1947 "Aug" -1.08
"1509" 1947 "Sept" 1.178
"1510" 1947 "Oct" -0.506
"1511" 1947 "Nov" -0.248
"1512" 1947 "Dec" -0.717
"1513" 1948 "Jan" 1.534
"1514" 1948 "Feb" 0.658
"1515" 1948 "Mar" 3.481
"1516" 1948 "April" -0.475
"1517" 1948 "May" -1.231
"1518" 1948 "June" -0.266
"1519" 1948 "Jul" 0.591
"1520" 1948 "Aug" 0.337
"1521" 1948 "Sept" 0.823
"1522" 1948 "Oct" 0.433
"1523" 1948 "Nov" 2.638
"1524" 1948 "Dec" 1.093
"1525" 1949 "Jan" 1.496
"1526" 1949 "Feb" 4.011
"1527" 1949 "Mar" -0.957
"1528" 1949 "April" 3.407
"1529" 1949 "May" -1.395
"1530" 1949 "June" -1.507
"1531" 1949 "Jul" -0.935
"1532" 1949 "Aug" 1.385
"1533" 1949 "Sept" -1.809
"1534" 1949 "Oct" 1.377
"1535" 1949 "Nov" 0.541
"1536" 1949 "Dec" 0.111
"1537" 1950 "Jan" 0.549
"1538" 1950 "Feb" 3.306
"1539" 1950 "Mar" 0.815
"1540" 1950 "April" 1.605
"1541" 1950 "May" -1.731
"1542" 1950 "June" 1.262
"1543" 1950 "Jul" -0.872
"1544" 1950 "Aug" -0.275
"1545" 1950 "Sept" 1.508
"1546" 1950 "Oct" 0.781
"1547" 1950 "Nov" 0.781
"1548" 1950 "Dec" -1.882
"1549" 1951 "Jan" 0.818
"1550" 1951 "Feb" 0.93
"1551" 1951 "Mar" -2.012
"1552" 1951 "April" -0.451
"1553" 1951 "May" -2.114
"1554" 1951 "June" -1.161
"1555" 1951 "Jul" 1.104
"1556" 1951 "Aug" 0.846
"1557" 1951 "Sept" -0.222
"1558" 1951 "Oct" -0.134
"1559" 1951 "Nov" -0.965
"1560" 1951 "Dec" 2.544
"1561" 1952 "Jan" 0.919
"1562" 1952 "Feb" 0.146
"1563" 1952 "Mar" -1.141
"1564" 1952 "April" 2.789
"1565" 1952 "May" -0.945
"1566" 1952 "June" 0.019
"1567" 1952 "Jul" -0.792
"1568" 1952 "Aug" -1.054
"1569" 1952 "Sept" -3.016
"1570" 1952 "Oct" 0.415
"1571" 1952 "Nov" -1.506
"1572" 1952 "Dec" -0.309
"1573" 1953 "Jan" -0.024
"1574" 1953 "Feb" 0.536
"1575" 1953 "Mar" 1.251
"1576" 1953 "April" -1.596
"1577" 1953 "May" -0.746
"1578" 1953 "June" -2.964
"1579" 1953 "Jul" 0.126
"1580" 1953 "Aug" 3.26
"1581" 1953 "Sept" 0.747
"1582" 1953 "Oct" 0.768
"1583" 1953 "Nov" 3.25
"1584" 1953 "Dec" 0.152
"1585" 1954 "Jan" 0.098
"1586" 1954 "Feb" 0.574
"1587" 1954 "Mar" -0.293
"1588" 1954 "April" -0.265
"1589" 1954 "May" -0.909
"1590" 1954 "June" -0.942
"1591" 1954 "Jul" 0.877
"1592" 1954 "Aug" -0.594
"1593" 1954 "Sept" 2.493
"1594" 1954 "Oct" 2.092
"1595" 1954 "Nov" 1.537
"1596" 1954 "Dec" 1.444
"1597" 1955 "Jan" -1.17
"1598" 1955 "Feb" -2.214
"1599" 1955 "Mar" -2.896
"1600" 1955 "April" 2.398
"1601" 1955 "May" 0.333
"1602" 1955 "June" -0.182
"1603" 1955 "Jul" -1.325
"1604" 1955 "Aug" 0.539
"1605" 1955 "Sept" 0.823
"1606" 1955 "Oct" -2.353
"1607" 1955 "Nov" -2.14
"1608" 1955 "Dec" 0.51
"1609" 1956 "Jan" -0.757
"1610" 1956 "Feb" -2.957
"1611" 1956 "Mar" 0.01
"1612" 1956 "April" -1.904
"1613" 1956 "May" 4.544
"1614" 1956 "June" 1.263
"1615" 1956 "Jul" 0.353
"1616" 1956 "Aug" -3.149
"1617" 1956 "Sept" -0.511
"1618" 1956 "Oct" 1.235
"1619" 1956 "Nov" 1.387
"1620" 1956 "Dec" 2.572
"1621" 1957 "Jan" 2.533
"1622" 1957 "Feb" 1.076
"1623" 1957 "Mar" 0.419
"1624" 1957 "April" -0.619
"1625" 1957 "May" -0.836
"1626" 1957 "June" -0.803
"1627" 1957 "Jul" -0.482
"1628" 1957 "Aug" 0.704
"1629" 1957 "Sept" -1.556
"1630" 1957 "Oct" 1.072
"1631" 1957 "Nov" -1.585
"1632" 1957 "Dec" -0.12
"1633" 1958 "Jan" 0.371
"1634" 1958 "Feb" -0.028
"1635" 1958 "Mar" -1.278
"1636" 1958 "April" 1.793
"1637" 1958 "May" 1.101
"1638" 1958 "June" -1.437
"1639" 1958 "Jul" -0.203
"1640" 1958 "Aug" 0.98
"1641" 1958 "Sept" -0.234
"1642" 1958 "Oct" 1.647
"1643" 1958 "Nov" 0.426
"1644" 1958 "Dec" -1.696
"1645" 1959 "Jan" -1.149
"1646" 1959 "Feb" 2.461
"1647" 1959 "Mar" 1.818
"1648" 1959 "April" 1.509
"1649" 1959 "May" -2.218
"1650" 1959 "June" 1.507
"1651" 1959 "Jul" 0.293
"1652" 1959 "Aug" 0.018
"1653" 1959 "Sept" -1.809
"1654" 1959 "Oct" 1.507
"1655" 1959 "Nov" -0.039
"1656" 1959 "Dec" 1.981
"1657" 1960 "Jan" -0.7
"1658" 1960 "Feb" -0.999
"1659" 1960 "Mar" -0.874
